timestamp,y
2020-08-15,26.0
2020-08-22,20.0
2020-08-29,25.0
2020-09-05,30.0
2020-09-12,46.0
2020-09-19,70.0
2020-09-26,39.0
2020-10-03,65.0
2020-10-10,74.0
2020-10-17,86.0
2020-10-24,116.0
2020-10-31,54.0
2020-11-07,137.0
2020-11-14,90.0
2020-11-21,154.0
2020-11-28,120.0
2020-12-05,260.0
2020-12-12,287.0
2020-12-19,274.0
2020-12-26,167.0
2021-01-02,373.0
2021-01-09,271.0
2021-01-16,353.0
2021-01-23,99.0
2021-01-30,186.0
2021-02-06,310.0
2021-02-13,255.0
2021-02-20,244.0
2021-02-27,119.0
2021-03-06,76.0
2021-03-13,10.0
2021-03-20,20.0
2021-03-27,50.0
2021-04-03,41.0
2021-04-10,6.0
2021-04-17,14.0
2021-04-24,15.0
2021-05-01,21.0
2021-05-08,34.0
2021-05-15,22.0
2021-05-22,19.0
2021-05-29,19.0
2021-06-05,8.0
2021-06-12,22.0
2021-06-19,22.0
2021-06-26,18.0
2021-07-03,11.0
2021-07-10,18.0
2021-07-17,25.0
2021-07-24,40.0
2021-07-31,20.0
2021-08-07,44.0
2021-08-14,86.0
2021-08-21,107.0
2021-08-28,52.0
2021-09-04,85.0
2021-09-11,135.0
2021-09-18,98.0
2021-09-25,117.0
2021-10-02,87.0
2021-10-09,58.0
2021-10-16,39.0
2021-10-23,46.0
2021-10-30,202.0
2021-11-06,81.0
2021-11-13,123.0
2021-11-20,15.0
2021-11-27,40.0
2021-12-04,104.0
2021-12-11,54.0
2021-12-18,79.0
2021-12-25,41.0
2022-01-01,52.0
2022-01-08,91.0
2022-01-15,66.0
2022-01-22,158.0
2022-01-29,198.0
2022-02-05,194.0
2022-02-12,7.0
2022-02-19,185.0
2022-02-26,29.0
2022-03-05,49.0
2022-03-12,24.0
2022-03-19,139.0
2022-03-26,74.0
2022-04-02,175.0
2022-04-09,106.0
2022-04-16,23.0
2022-04-23,72.0
2022-04-30,39.0
2022-05-07,56.0
2022-05-14,29.0
2022-05-21,83.0
2022-05-28,136.0
2022-06-04,4.0
2022-06-11,3.0
2022-06-18,-3.0
2022-06-25,2.0
2022-07-02,7.0
2022-07-09,9.0
2022-07-16,-4.0
2022-07-23,9.0
2022-07-30,5.0
2022-08-06,-1.0
2022-08-13,-35.0
2022-08-20,12.0
2022-08-27,11.0
2022-09-03,61.0
2022-09-10,10.0
2022-09-17,43.0
2022-09-24,7.0
2022-10-01,476.0
2022-10-08,18.0
2022-10-15,17.0
2022-10-22,11.0
2022-10-29,6.0
2022-11-05,13.0
2022-11-12,6.0
2022-11-19,26.0
2022-11-26,5.0
2022-12-03,22.0
2022-12-10,13.0
2022-12-17,10.0
2022-12-24,7.0
2022-12-31,8.0
2023-01-07,36.0
2023-01-14,81.0
2023-01-21,69.0
2023-01-28,41.0
2023-02-04,25.0
2023-02-11,26.0
2023-02-18,34.0
2023-02-25,5.0
2023-03-04,21.0
2023-03-11,11.0
