timestamp,y
2020-08-15,2.0
2020-08-22,3.0
2020-08-29,6.0
2020-09-05,5.0
2020-09-12,2.0
2020-09-19,1.0
2020-09-26,7.0
2020-10-03,7.0
2020-10-10,2.0
2020-10-17,6.0
2020-10-24,1.0
2020-10-31,14.0
2020-11-07,4.0
2020-11-14,14.0
2020-11-21,4.0
2020-11-28,17.0
2020-12-05,20.0
2020-12-12,32.0
2020-12-19,8.0
2020-12-26,17.0
2021-01-02,15.0
2021-01-09,8.0
2021-01-16,5.0
2021-01-23,30.0
2021-01-30,3.0
2021-02-06,17.0
2021-02-13,3.0
2021-02-20,7.0
2021-02-27,1.0
2021-03-06,15.0
2021-03-13,1.0
2021-03-20,4.0
2021-03-27,3.0
2021-04-03,0.0
2021-04-10,0.0
2021-04-17,20.0
2021-04-24,0.0
2021-05-01,13.0
2021-05-08,2.0
2021-05-15,4.0
2021-05-22,16.0
2021-05-29,0.0
2021-06-05,0.0
2021-06-12,4.0
2021-06-19,0.0
2021-06-26,1.0
2021-07-03,3.0
2021-07-10,2.0
2021-07-17,2.0
2021-07-24,3.0
2021-07-31,5.0
2021-08-07,9.0
2021-08-14,5.0
2021-08-21,11.0
2021-08-28,24.0
2021-09-04,10.0
2021-09-11,9.0
2021-09-18,11.0
2021-09-25,63.0
2021-10-02,46.0
2021-10-09,13.0
2021-10-16,25.0
2021-10-23,79.0
2021-10-30,27.0
2021-11-06,16.0
2021-11-13,90.0
2021-11-20,30.0
2021-11-27,15.0
2021-12-04,6.0
2021-12-11,3.0
2021-12-18,60.0
2021-12-25,30.0
2022-01-01,2.0
2022-01-08,2.0
2022-01-15,7.0
2022-01-22,64.0
2022-01-29,34.0
2022-02-05,8.0
2022-02-12,21.0
2022-02-19,26.0
2022-02-26,21.0
2022-03-05,28.0
2022-03-12,9.0
2022-03-19,1.0
2022-03-26,20.0
2022-04-02,6.0
2022-04-09,0.0
2022-04-16,7.0
2022-04-23,13.0
2022-04-30,4.0
2022-05-07,1.0
2022-05-14,13.0
2022-05-21,18.0
2022-05-28,-1.0
2022-06-04,0.0
2022-06-11,0.0
2022-06-18,0.0
2022-06-25,0.0
2022-07-02,0.0
2022-07-09,0.0
2022-07-16,24.0
2022-07-23,0.0
2022-07-30,0.0
2022-08-06,0.0
2022-08-13,21.0
2022-08-20,0.0
2022-08-27,8.0
2022-09-03,0.0
2022-09-10,0.0
2022-09-17,26.0
2022-09-24,0.0
2022-10-01,0.0
2022-10-08,29.0
2022-10-15,0.0
2022-10-22,0.0
2022-10-29,19.0
2022-11-05,0.0
2022-11-12,0.0
2022-11-19,23.0
2022-11-26,0.0
2022-12-03,0.0
2022-12-10,0.0
2022-12-17,0.0
2022-12-24,19.0
2022-12-31,0.0
2023-01-07,0.0
2023-01-14,0.0
2023-01-21,0.0
2023-01-28,18.0
2023-02-04,0.0
2023-02-11,0.0
2023-02-18,0.0
2023-02-25,13.0
2023-03-04,0.0
2023-03-11,0.0
